ScanID,RecordNumber,Timestamp,SignalStrength,MACAddress,SSID
3,4,12:41:55.402,-77,f4:2e:7f:4f:7a:82,eduroam
3,5,12:41:55.468,-86,f4:2e:7f:4f:86:c0,airuc-guest
3,6,12:41:55.535,-75,f4:2e:7f:4f:9d:e0,airuc-guest
3,7,12:41:55.601,-74,f4:2e:7f:4f:9d:e1,airuc-secure
3,8,12:41:55.634,-66,f4:2e:7f:4f:98:20,airuc-guest
3,9,12:41:55.701,-66,f4:2e:7f:4f:98:21,airuc-secure
3,10,12:41:55.767,-66,f4:2e:7f:4f:98:22,eduroam
3,11,12:41:55.834,-76,f4:2e:7f:4f:67:c0,airuc-guest
3,12,12:41:55.900,-75,f4:2e:7f:4f:77:c1,airuc-secure
3,13,12:41:55.966,-75,f4:2e:7f:4f:67:c1,airuc-secure
3,14,12:41:56.033,-76,f4:2e:7f:4f:77:c0,airuc-guest
3,15,12:41:56.099,-75,f4:2e:7f:4f:77:c2,eduroam
4,1,12:42:04.930,-79,f4:2e:7f:4f:7a:80,airuc-guest
4,2,12:42:04.996,-78,f4:2e:7f:4f:9d:e1,airuc-secure
4,3,12:42:05.030,-79,f4:2e:7f:4f:9d:e2,eduroam
4,4,12:42:05.096,-77,f4:2e:7f:4f:7a:81,airuc-secure
4,5,12:42:05.162,-84,f4:2e:7f:4f:1d:02,eduroam
4,7,12:42:05.295,-77,f4:2e:7f:4f:7a:82,eduroam
4,8,12:42:05.362,-67,f4:2e:7f:4f:98:20,airuc-guest
4,9,12:42:05.428,-67,f4:2e:7f:4f:98:21,airuc-secure
4,10,12:42:05.461,-67,f4:2e:7f:4f:98:22,eduroam
4,11,12:42:05.528,-74,f4:2e:7f:4f:77:c0,airuc-guest
4,12,12:42:05.594,-78,f4:2e:7f:4f:67:c1,airuc-secure
4,13,12:42:05.660,-74,f4:2e:7f:4f:77:c1,airuc-secure
4,14,12:42:05.727,-74,f4:2e:7f:4f:77:c2,eduroam
4,15,12:42:05.793,-79,f4:2e:7f:4f:67:c2,eduroam
4,16,12:42:05.826,-79,f4:2e:7f:4f:67:c0,airuc-guest
5,1,12:42:14.821,-77,f4:2e:7f:4f:7a:80,airuc-guest
5,2,12:42:14.888,-80,f4:2e:7f:4f:1d:00,airuc-guest
5,3,12:42:14.954,-80,f4:2e:7f:4f:1d:01,airuc-secure
5,4,12:42:15.021,-80,f4:2e:7f:4f:1d:02,eduroam
5,5,12:42:15.054,-75,f4:2e:7f:4f:7a:82,eduroam
5,6,12:42:15.120,-86,f4:2e:7f:4f:54:80,airuc-guest
5,7,12:42:15.187,-78,f4:2e:7f:4f:9d:e0,airuc-guest
5,8,12:42:15.253,-77,f4:2e:7f:4f:9d:e1,airuc-secure
5,10,12:42:15.386,-78,f4:2e:7f:4f:9d:e2,eduroam
5,11,12:42:15.419,-80,f4:2e:7f:4f:8c:c0,airuc-guest
5,12,12:42:15.485,-61,f4:2e:7f:4f:98:20,airuc-guest
5,13,12:42:15.552,-80,f4:2e:7f:4f:8c:c2,eduroam
5,14,12:42:15.618,-61,f4:2e:7f:4f:98:21,airuc-secure
5,15,12:42:15.684,-61,f4:2e:7f:4f:98:22,eduroam
5,16,12:42:15.751,-81,f4:2e:7f:4f:8c:c1,airuc-secure
5,17,12:42:15.817,-73,f4:2e:7f:4f:67:c0,airuc-guest
5,18,12:42:15.884,-73,f4:2e:7f:4f:67:c2,eduroam
5,19,12:42:15.917,-74,f4:2e:7f:4f:67:c1,airuc-secure
5,20,12:42:15.983,-74,f4:2e:7f:4f:77:c0,airuc-guest
5,21,12:42:16.050,-74,f4:2e:7f:4f:77:c1,airuc-secure
5,22,12:42:16.116,-74,f4:2e:7f:4f:77:c2,eduroam
5,23,12:42:16.183,-86,f4:2e:7f:4f:67:00,airuc-guest
6,1,12:42:26.702,-74,f4:2e:7f:4f:7a:80,airuc-guest
6,2,12:42:26.768,-83,f4:2e:7f:4f:86:c1,airuc-secure
6,3,12:42:26.835,-76,f4:2e:7f:4f:9d:e1,airuc-secure
6,4,12:42:26.901,-77,f4:2e:7f:4f:9d:e2,eduroam
6,5,12:42:26.968,-77,f4:2e:7f:4f:9d:e0,airuc-guest
6,7,12:42:27.100,-79,f4:2e:7f:4f:7a:81,airuc-secure
6,8,12:42:27.134,-77,f4:2e:7f:4f:7a:82,eduroam
6,9,12:42:27.200,-85,f4:2e:7f:4f:86:c0,airuc-guest
6,10,12:42:27.267,-78,f4:2e:7f:4f:8d:20,airuc-guest
6,11,12:42:27.333,-79,f4:2e:7f:4f:8d:21,airuc-secure
6,12,12:42:27.399,-79,f4:2e:7f:4f:8d:22,eduroam
6,13,12:42:27.466,-62,f4:2e:7f:4f:98:20,airuc-guest
6,14,12:42:27.532,-62,f4:2e:7f:4f:98:21,airuc-secure
6,15,12:42:27.599,-62,f4:2e:7f:4f:98:22,eduroam
6,16,12:42:27.632,-77,f4:2e:7f:4f:67:c0,airuc-guest
6,17,12:42:27.698,-77,f4:2e:7f:4f:77:c0,airuc-guest
6,18,12:42:27.764,-76,f4:2e:7f:4f:67:c1,airuc-secure
6,19,12:42:27.831,-75,f4:2e:7f:4f:77:c1,airuc-secure
6,20,12:42:27.897,-76,f4:2e:7f:4f:77:c2,eduroam
6,21,12:42:27.964,-76,f4:2e:7f:4f:67:c2,eduroam
7,1,12:42:37.654,-73,f4:2e:7f:4f:7a:81,airuc-secure
7,2,12:42:37.688,-74,f4:2e:7f:4f:9d:e1,airuc-secure
7,3,12:42:37.754,-74,f4:2e:7f:4f:9d:e2,eduroam
7,4,12:42:37.820,-85,f4:2e:7f:4f:86:c1,airuc-secure
7,6,12:42:37.953,-73,f4:2e:7f:4f:7a:80,airuc-guest
7,7,12:42:38.020,-87,f4:2e:7f:4f:54:80,airuc-guest
7,8,12:42:38.086,-74,f4:2e:7f:4f:9d:e0,airuc-guest
7,9,12:42:38.152,-85,f4:2e:7f:4f:86:c0,airuc-guest
7,10,12:42:38.186,-73,f4:2e:7f:4f:7a:82,eduroam
7,11,12:42:38.252,-61,f4:2e:7f:4f:98:20,airuc-guest
7,12,12:42:38.318,-78,f4:2e:7f:4f:8d:20,airuc-guest
7,13,12:42:38.385,-79,f4:2e:7f:4f:8d:21,airuc-secure
7,14,12:42:38.451,-80,f4:2e:7f:4f:8d:22,eduroam
7,15,12:42:38.518,-62,f4:2e:7f:4f:98:21,airuc-secure
7,16,12:42:38.584,-62,f4:2e:7f:4f:98:22,eduroam
7,17,12:42:38.650,-79,f4:2e:7f:4f:8c:c0,airuc-guest
7,18,12:42:38.684,-80,f4:2e:7f:4f:8c:c1,airuc-secure
7,19,12:42:38.750,-80,f4:2e:7f:4f:8c:c2,eduroam
7,20,12:42:38.816,-77,f4:2e:7f:4f:77:c0,airuc-guest
7,21,12:42:38.883,-77,f4:2e:7f:4f:77:c2,eduroam
7,22,12:42:38.949,-80,f4:2e:7f:4f:67:c1,airuc-secure
7,23,12:42:39.016,-80,f4:2e:7f:4f:67:c2,eduroam
7,24,12:42:39.082,-77,f4:2e:7f:4f:77:c1,airuc-secure
7,25,12:42:39.115,-80,f4:2e:7f:4f:67:c0,airuc-guest
8,1,12:42:50.329,-75,f4:2e:7f:4f:7a:80,airuc-guest
8,2,12:42:50.363,-75,f4:2e:7f:4f:7a:81,airuc-secure
8,3,12:42:50.429,-75,f4:2e:7f:4f:7a:82,eduroam
8,5,12:42:50.562,-77,f4:2e:7f:4f:9d:e0,airuc-guest
8,6,12:42:50.628,-78,f4:2e:7f:4f:9d:e1,airuc-secure
8,7,12:42:50.695,-78,f4:2e:7f:4f:9d:e2,eduroam
8,8,12:42:50.761,-61,f4:2e:7f:4f:98:20,airuc-guest
8,9,12:42:50.827,-61,f4:2e:7f:4f:98:21,airuc-secure
8,10,12:42:50.861,-60,f4:2e:7f:4f:98:22,eduroam
8,11,12:42:50.927,-80,f4:2e:7f:4f:77:c0,airuc-guest
8,12,12:42:50.993,-78,f4:2e:7f:4f:77:c2,eduroam
8,13,12:42:51.060,-78,f4:2e:7f:4f:67:c0,airuc-guest
8,14,12:42:51.126,-78,f4:2e:7f:4f:67:c1,airuc-secure
8,15,12:42:51.192,-79,f4:2e:7f:4f:67:c2,eduroam
8,16,12:42:51.258,-78,f4:2e:7f:4f:77:c1,airuc-secure
9,1,12:43:00.418,-71,f4:2e:7f:4f:9d:e0,airuc-guest
9,2,12:43:00.485,-71,f4:2e:7f:4f:9d:e1,airuc-secure
9,3,12:43:00.551,-71,f4:2e:7f:4f:9d:e2,eduroam
9,4,12:43:00.584,-84,f4:2e:7f:4f:86:c2,eduroam
9,5,12:43:00.651,-78,f4:2e:7f:4f:7a:80,airuc-guest
9,6,12:43:00.717,-79,f4:2e:7f:4f:7a:82,eduroam
9,8,12:43:00.850,-86,f4:2e:7f:4f:54:80,airuc-guest
9,9,12:43:00.883,-80,f4:2e:7f:4f:86:c0,airuc-guest
9,10,12:43:00.949,-80,f4:2e:7f:4f:86:c1,airuc-secure
9,11,12:43:01.016,-77,f4:2e:7f:4f:7a:81,airuc-secure
9,12,12:43:01.082,-77,f4:2e:7f:4f:8c:c0,airuc-guest
9,13,12:43:01.149,-67,f4:2e:7f:4f:98:20,airuc-guest
9,14,12:43:01.215,-79,f4:2e:7f:4f:8c:c2,eduroam
9,15,12:43:01.281,-66,f4:2e:7f:4f:98:21,airuc-secure
9,16,12:43:01.348,-79,f4:2e:7f:4f:8d:20,airuc-guest
9,17,12:43:01.414,-79,f4:2e:7f:4f:8d:22,eduroam
9,18,12:43:01.447,-66,f4:2e:7f:4f:98:22,eduroam
9,19,12:43:01.514,-78,f4:2e:7f:4f:8d:21,airuc-secure
9,20,12:43:01.580,-74,f4:2e:7f:4f:77:c0,airuc-guest
9,21,12:43:01.646,-73,f4:2e:7f:4f:77:c2,eduroam
9,22,12:43:01.713,-79,f4:2e:7f:4f:67:c2,eduroam
9,23,12:43:01.746,-74,f4:2e:7f:4f:77:c1,airuc-secure
9,24,12:43:01.812,-79,f4:2e:7f:4f:67:c0,airuc-guest
10,1,12:43:13.527,-75,f4:2e:7f:4f:9d:e0,airuc-guest
10,3,12:43:13.626,-74,f4:2e:7f:4f:9d:e2,eduroam
10,4,12:43:13.693,-74,f4:2e:7f:4f:9d:e1,airuc-secure
10,5,12:43:13.759,-84,f4:2e:7f:4f:86:c0,airuc-guest
10,6,12:43:13.825,-83,f4:2e:7f:4f:86:c1,airuc-secure
10,7,12:43:13.891,-83,f4:2e:7f:4f:86:c2,eduroam
10,8,12:43:13.958,-82,f4:2e:7f:4f:1d:00,airuc-guest
10,9,12:43:14.024,-77,f4:2e:7f:4f:7a:81,airuc-secure
10,10,12:43:14.090,-65,f4:2e:7f:4f:98:20,airuc-guest
10,11,12:43:14.124,-64,f4:2e:7f:4f:98:21,airuc-secure
10,12,12:43:14.190,-63,f4:2e:7f:4f:98:22,eduroam
10,13,12:43:14.256,-76,f4:2e:7f:4f:77:c0,airuc-guest
10,14,12:43:14.323,-75,f4:2e:7f:4f:67:c0,airuc-guest
10,15,12:43:14.389,-74,f4:2e:7f:4f:77:c1,airuc-secure
10,16,12:43:14.455,-76,f4:2e:7f:4f:77:c2,eduroam
10,17,12:43:14.522,-75,f4:2e:7f:4f:67:c1,airuc-secure
10,18,12:43:14.588,-75,f4:2e:7f:4f:67:c2,eduroam
